firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1812,lastname1812,September,1,1997,BS Communications Technology,0918 248 8524,Female
name1813,lastname1813,March,28,1999,BS Management Engineering,0917 764 8724,Male
name1814,lastname1814,November,24,1998,BS Information Technology Entrepreneurship,0917 390 8744,Male
name1815,lastname1815,August,21,1998,BS Legal Management,0927 336 7971,Female
name1816,lastname1816,November,19,1997,BS Management Engineering,0917 608 5191,Male
name1817,lastname1817,May,27,2000,BS Legal Management,0917 857 7520,Male
name1818,lastname1818,August,12,1999,BS Legal Management,0927 335 6538,Male
name1819,lastname1819,July,8,1997,BS Information Technology Entrepreneurship,0927 503 7973,Female
name1820,lastname1820,June,8,1998,BS Legal Management,0918 138 7589,Female
name1821,lastname1821,May,5,2000,BS Management Engineering,0918 688 3340,Female
name1822,lastname1822,January,7,2001,BS Legal Management,0918 603 1124,Male
name1823,lastname1823,June,9,2000,BS Management,0927 800 2625,Male
name1824,lastname1824,April,21,1997,BS Communications Technology,0918 749 9483,Male
name1825,lastname1825,December,16,2000,BS Management Engineering,0918 125 9294,Female
name1826,lastname1826,March,12,2001,BS Management Engineering,0918 614 3280,Male
name1827,lastname1827,December,16,1997,BS Management Engineering,0918 511 9530,Male
name1828,lastname1828,April,3,1997,BS Management,0917 916 9573,Female
name1829,lastname1829,June,15,1999,BS Legal Management,0917 277 2479,Male
name1830,lastname1830,November,15,1999,BS Management Engineering,0918 197 5144,Male
name1831,lastname1831,March,8,1999,BS Legal Management,0927 527 3732,Female
name1832,lastname1832,June,8,2001,BS Information Technology Entrepreneurship,0917 156 3760,Male
name1833,lastname1833,April,18,1999,BS Management Engineering,0917 511 2707,Female
name1834,lastname1834,September,9,1999,BS Management Engineering,0917 816 7465,Male
name1835,lastname1835,September,3,2000,BS Legal Management,0917 470 1638,Male
name1836,lastname1836,June,24,1999,BS Management,0917 756 5799,Male
name1837,lastname1837,January,10,1998,BS Information Technology Entrepreneurship,0917 454 3754,Male
name1838,lastname1838,December,2,2000,BS Communications Technology,0917 291 7417,Male
name1839,lastname1839,August,8,2000,BS Management Engineering,0917 649 8594,Male
name1840,lastname1840,June,24,1999,BS Legal Management,0918 663 4717,Female
name1841,lastname1841,June,14,1999,BS Communications Technology,0918 719 9417,Male
name1842,lastname1842,May,11,1997,BS Management Engineering,0918 841 9875,Female
name1843,lastname1843,July,14,1998,BS Management Engineering,0917 359 8152,Male
name1844,lastname1844,February,5,1997,BS Information Technology Entrepreneurship,0918 281 9072,Male
name1845,lastname1845,March,24,1999,BS Legal Management,0917 461 4220,Male
name1846,lastname1846,November,14,1999,BS Management,0917 548 9682,Male
name1847,lastname1847,April,28,1997,BS Information Technology Entrepreneurship,0917 307 2088,Female
name1848,lastname1848,May,28,1997,BS Legal Management,0918 941 3734,Female
name1849,lastname1849,August,11,1998,BS Communications Technology,0917 392 1576,Male
name1850,lastname1850,July,19,1999,BS Communications Technology,0918 834 1480,Male
name1851,lastname1851,July,16,2000,BS Information Technology Entrepreneurship,0927 201 4051,Male
name1852,lastname1852,August,27,1999,BS Management,0927 352 4021,Female
name1853,lastname1853,June,21,1999,BS Management Engineering,0927 641 8370,Female
name1854,lastname1854,April,15,2000,BS Management Engineering,0917 826 2659,Male
name1855,lastname1855,September,21,1999,BS Management Engineering,0927 525 7061,Female
name1856,lastname1856,May,1,2001,BS Management Engineering,0917 179 1652,Female
name1857,lastname1857,October,11,1997,BS Management Engineering,0918 486 8426,Male
name1858,lastname1858,August,11,1998,BS Information Technology Entrepreneurship,0917 577 2728,Female
name1859,lastname1859,November,13,1997,BS Legal Management,0917 625 9405,Female
name1860,lastname1860,August,10,1998,BS Management,0918 644 9525,Female
name1861,lastname1861,April,27,1997,BS Communications Technology,0918 369 2095,Female
name1862,lastname1862,July,16,1997,BS Management Engineering,0917 128 2945,Male
name1863,lastname1863,November,11,1997,BS Management Engineering,0917 893 8398,Male
name1864,lastname1864,July,8,1998,BS Communications Technology,0927 739 2312,Female
name1865,lastname1865,May,8,1997,BS Legal Management,0918 707 6368,Female
name1866,lastname1866,January,25,1997,BS Information Technology Entrepreneurship,0917 111 5040,Male
name1867,lastname1867,October,8,1999,BS Management Engineering,0918 140 5189,Male
name1868,lastname1868,November,10,2001,BS Management Engineering,0927 334 1585,Male
name1869,lastname1869,August,5,1998,BS Management Engineering,0927 304 5890,Female
name1870,lastname1870,April,1,1998,BS Legal Management,0927 564 3320,Male
name1871,lastname1871,November,12,1997,BS Management,0918 547 2499,Female
name1872,lastname1872,January,17,1999,BS Management,0918 129 6071,Male
name1873,lastname1873,February,9,2000,BS Information Technology Entrepreneurship,0927 737 4858,Female
name1874,lastname1874,November,23,2000,BS Information Technology Entrepreneurship,0917 199 2397,Female
name1875,lastname1875,May,13,1997,BS Information Technology Entrepreneurship,0917 136 2386,Male
name1876,lastname1876,March,10,1998,BS Legal Management,0917 808 6501,Male
name1877,lastname1877,November,7,1997,BS Legal Management,0927 728 9251,Female
name1878,lastname1878,January,17,1999,BS Information Technology Entrepreneurship,0927 814 4698,Male
name1879,lastname1879,June,25,1999,BS Information Technology Entrepreneurship,0918 179 6493,Female
name1880,lastname1880,January,27,1997,BS Management Engineering,0918 845 3785,Male
name1881,lastname1881,December,15,1997,BS Information Technology Entrepreneurship,0918 240 8941,Female
name1882,lastname1882,September,20,1999,BS Management Engineering,0927 674 7923,Female
name1883,lastname1883,August,18,1997,BS Legal Management,0918 360 7086,Female
name1884,lastname1884,November,23,1998,BS Legal Management,0927 416 7864,Female
name1885,lastname1885,March,28,1999,BS Management,0927 698 1510,Female
name1886,lastname1886,December,19,1997,BS Management Engineering,0918 928 8697,Male
name1887,lastname1887,December,26,1998,BS Legal Management,0917 458 5958,Female
name1888,lastname1888,January,6,1997,BS Information Technology Entrepreneurship,0927 145 2468,Female
name1889,lastname1889,January,5,2000,BS Information Technology Entrepreneurship,0927 551 5106,Male
name1890,lastname1890,July,5,1999,BS Communications Technology,0917 376 8469,Male
name1891,lastname1891,July,25,1997,BS Legal Management,0927 627 1082,Female
name1892,lastname1892,May,14,1999,BS Management,0917 351 6483,Female
name1893,lastname1893,April,6,2001,BS Legal Management,0918 976 7172,Female
name1894,lastname1894,July,9,1997,BS Management Engineering,0927 317 4456,Female
name1895,lastname1895,August,24,2001,BS Communications Technology,0917 951 6149,Male
name1896,lastname1896,September,18,1997,BS Communications Technology,0918 437 4382,Male
name1897,lastname1897,March,20,2000,BS Information Technology Entrepreneurship,0918 674 6011,Female
name1898,lastname1898,November,13,2001,BS Information Technology Entrepreneurship,0917 980 9361,Female
name1899,lastname1899,November,16,1997,BS Legal Management,0917 343 4749,Male
name1900,lastname1900,December,21,2000,BS Management Engineering,0918 782 7408,Female
name1901,lastname1901,December,19,2001,BS Information Technology Entrepreneurship,0927 687 3457,Male
name1902,lastname1902,June,24,1997,BS Management Engineering,0927 565 8788,Male
name1903,lastname1903,July,25,1998,BS Communications Technology,0917 773 3531,Female
name1904,lastname1904,February,18,1998,BS Communications Technology,0918 177 9665,Female
name1905,lastname1905,June,12,2001,BS Legal Management,0917 647 6297,Female
name1906,lastname1906,September,1,1997,BS Legal Management,0918 604 5243,Female
name1907,lastname1907,June,10,1997,BS Management,0927 665 4368,Female
name1908,lastname1908,October,6,1998,BS Management Engineering,0927 898 7426,Female
name1909,lastname1909,December,24,1997,BS Legal Management,0918 415 4885,Female
name1910,lastname1910,August,18,2000,BS Management Engineering,0927 216 9011,Male
name1911,lastname1911,August,21,2000,BS Information Technology Entrepreneurship,0918 172 3043,Female
name1912,lastname1912,October,6,1998,BS Management Engineering,0917 647 9327,Female
name1913,lastname1913,May,20,1999,BS Management Engineering,0927 586 8024,Male
name1914,lastname1914,February,20,2001,BS Information Technology Entrepreneurship,0917 681 6487,Male
name1915,lastname1915,April,21,2000,BS Management,0917 797 8859,Female
name1916,lastname1916,January,22,1998,BS Management Engineering,0918 600 7693,Male
name1917,lastname1917,April,19,1997,BS Information Technology Entrepreneurship,0927 623 6877,Male
name1918,lastname1918,February,9,2000,BS Management,0917 883 9174,Male
name1919,lastname1919,October,11,1999,BS Management,0918 989 8988,Male
name1920,lastname1920,October,5,1998,BS Management,0927 500 4106,Male
name1921,lastname1921,January,19,1999,BS Communications Technology,0918 458 7218,Male
name1922,lastname1922,August,8,2000,BS Management Engineering,0927 910 2396,Male
name1923,lastname1923,July,14,1999,BS Legal Management,0917 408 9751,Female
name1924,lastname1924,January,15,1998,BS Legal Management,0917 120 2048,Male
name1925,lastname1925,December,16,2000,BS Communications Technology,0927 995 4819,Female
name1926,lastname1926,January,19,2000,BS Communications Technology,0917 776 8672,Female
name1927,lastname1927,December,23,1997,BS Communications Technology,0927 711 8774,Female
name1928,lastname1928,September,23,2001,BS Management Engineering,0918 176 1631,Female
name1929,lastname1929,September,21,2001,BS Legal Management,0918 886 7599,Male
name1930,lastname1930,March,26,1997,BS Management,0927 525 4868,Male
name1931,lastname1931,March,6,1998,BS Legal Management,0927 841 2882,Male
name1932,lastname1932,May,1,1999,BS Management Engineering,0918 846 6659,Female
name1933,lastname1933,July,3,1997,BS Management Engineering,0918 792 6368,Male
name1934,lastname1934,March,16,1999,BS Legal Management,0918 967 8450,Male
name1935,lastname1935,May,14,1999,BS Management,0927 755 4178,Female
name1936,lastname1936,September,26,1997,BS Management Engineering,0917 380 8802,Female
name1937,lastname1937,July,8,1999,BS Management,0927 360 5747,Female
name1938,lastname1938,November,7,2000,BS Management Engineering,0918 206 1778,Female
name1939,lastname1939,September,27,1998,BS Management Engineering,0927 130 2847,Male
name1940,lastname1940,October,6,1999,BS Communications Technology,0917 473 8945,Female
name1941,lastname1941,August,8,1998,BS Information Technology Entrepreneurship,0918 486 3597,Female
name1942,lastname1942,November,20,1997,BS Legal Management,0927 413 7382,Male
name1943,lastname1943,September,26,1998,BS Management Engineering,0918 855 7910,Male
name1944,lastname1944,January,24,1999,BS Management,0927 616 9138,Female
name1945,lastname1945,September,20,1998,BS Management,0918 467 4634,Male
name1946,lastname1946,December,21,1999,BS Management,0927 357 7894,Female
name1947,lastname1947,January,18,1999,BS Legal Management,0927 276 9126,Female
name1948,lastname1948,January,16,1997,BS Management Engineering,0927 797 9938,Male
name1949,lastname1949,October,6,1999,BS Legal Management,0917 929 6626,Male
name1950,lastname1950,May,20,1999,BS Management Engineering,0918 501 2731,Male
name1951,lastname1951,December,10,1998,BS Legal Management,0927 217 8950,Male
name1952,lastname1952,February,15,2000,BS Legal Management,0917 251 2670,Female
name1953,lastname1953,January,11,1997,BS Information Technology Entrepreneurship,0917 295 3430,Male
name1954,lastname1954,April,1,1998,BS Management,0918 128 1504,Male
name1955,lastname1955,June,14,1997,BS Information Technology Entrepreneurship,0917 988 1124,Female
name1956,lastname1956,December,3,2001,BS Management,0918 290 9663,Female
name1957,lastname1957,August,11,1999,BS Management Engineering,0927 328 8199,Male
name1958,lastname1958,December,1,2001,BS Management Engineering,0918 828 2295,Male
name1959,lastname1959,September,26,1998,BS Management,0918 505 9307,Female
name1960,lastname1960,May,14,2000,BS Management Engineering,0927 475 9587,Male
name1961,lastname1961,June,25,1997,BS Management Engineering,0927 174 2703,Female
name1962,lastname1962,March,15,1997,BS Management,0917 616 5146,Male
name1963,lastname1963,December,18,1998,BS Management Engineering,0917 329 4801,Female
name1964,lastname1964,November,21,1999,BS Management Engineering,0917 325 9556,Female
name1965,lastname1965,December,12,1997,BS Management,0927 100 2511,Male
name1966,lastname1966,February,4,1999,BS Communications Technology,0917 215 6408,Female
name1967,lastname1967,January,9,1997,BS Legal Management,0917 436 1207,Male
name1968,lastname1968,March,22,1997,BS Information Technology Entrepreneurship,0917 465 7876,Female
name1969,lastname1969,October,2,1998,BS Management Engineering,0918 964 1775,Female
name1970,lastname1970,December,17,1997,BS Legal Management,0917 168 9870,Female
name1971,lastname1971,November,5,2000,BS Management,0918 829 7683,Female
name1972,lastname1972,February,9,1997,BS Management Engineering,0927 603 5096,Female
name1973,lastname1973,January,27,2000,BS Management,0927 731 3323,Female
name1974,lastname1974,September,28,1999,BS Legal Management,0927 496 5071,Female
name1975,lastname1975,January,28,1998,BS Management Engineering,0917 380 1407,Male
name1976,lastname1976,January,28,1997,BS Management,0917 462 5215,Female
name1977,lastname1977,September,12,1997,BS Legal Management,0918 327 3825,Male
name1978,lastname1978,January,24,1999,BS Information Technology Entrepreneurship,0918 260 1423,Female
name1979,lastname1979,September,27,1998,BS Information Technology Entrepreneurship,0927 222 8176,Female
name1980,lastname1980,October,17,1997,BS Management,0917 431 9325,Male
name1981,lastname1981,January,26,1997,BS Information Technology Entrepreneurship,0917 675 3677,Female
